1504802534319 0.0  3.7
1504802534494 0.0  3.7
1504802534666 0.0  3.8
1504802534834 0.0  3.8
1504802535006 0.0  3.8
1504802535174 53.0  3.9
1504802535346 61.0  3.9
1504802535524 72.0  3.9
1504802535696 80.0  4.0
1504802535864 89.0  4.0
1504802536036 97.0  4.0
1504802536204 53.5  4.1
1504802536376 57.5  4.1
1504802536544 62.0  4.1
1504802536716 66.0  4.2
1504802536884 70.5  4.2
1504802537056 75.0  4.2
1504802537224 53.0  4.3
1504802537396 55.6  4.3
1504802537564 58.6  4.3
1504802537736 61.3  4.4
1504802537904 64.6  4.4
1504802538077 67.3  4.4
1504802538244 52.5  4.5
1504802538415 54.7  4.5
1504802538584 57.2  4.5
1504802538756 59.2  4.6
1504802538924 61.5  4.6
1504802539096 63.5  4.6
1504802539264 52.6  4.7
1504802539436 54.2  4.7
1504802539604 56.2  4.7
1504802539776 57.8  4.8
1504802539948 59.4  4.8
1504802540114 61.4  4.8
1504802540287 52.5  4.9
1504802540454 54.0  4.9
1504802540626 55.3  4.9
1504802540794 56.8  5.0
1504802540966 58.3  5.0
1504802541134 59.8  5.0
1504802541306 52.4  5.1
1504802541474 53.7  5.1
1504802541647 54.8  5.1
1504802541814 56.2  5.2
1504802541986 57.4  5.2
1504802542154 58.7  5.2
1504802542326 52.3  5.3
1504802542494 53.6  5.3
1504802542667 54.6  5.3
1504802542834 55.7  5.4
1504802543006 56.7  5.4
1504802543174 51.4  5.4
1504802543347 52.3  5.5
1504802543514 53.4  5.5
1504802543686 54.3  5.5
1504802543854 55.2  5.6
1504802544025 56.2  5.6
1504802544194 51.6  5.6
1504802544366 52.4  5.7
1504802544534 53.3  5.7
1504802544706 54.1  5.7
1504802544874 55.0  5.8
1504802545047 55.8  5.8
1504802545214 51.6  5.8
1504802545386 52.3  5.9
1504802545554 53.1  5.9
1504802545726 54.0  5.9
1504802545929 54.7  6.0
1504802546104 55.6  7.7
