1504802521907 0.0  3.7
1504802522074 0.0  3.7
1504802522247 26.0  3.8
1504802522414 35.0  3.8
1504802522586 43.0  3.8
1504802522754 52.0  3.9
1504802522927 60.0  3.9
1504802523094 70.0  3.9
1504802523266 39.0  4.0
1504802523434 43.5  4.0
1504802523606 47.5  4.0
1504802523774 52.0  4.1
1504802523947 56.0  4.1
1504802524124 61.5  4.1
1504802524296 43.6  4.2
1504802524464 46.6  4.2
1504802524636 49.3  4.2
1504802524804 52.6  4.3
1504802524976 55.0  4.3
1504802525144 58.3  4.3
1504802525317 45.7  4.4
1504802525484 48.0  4.4
1504802525658 50.0  4.4
1504802525824 52.2  4.5
1504802525997 54.2  4.5
1504802526164 56.7  4.5
1504802526336 47.0  4.5
1504802526504 48.8  4.6
1504802526676 50.4  4.6
1504802526844 52.4  4.7
1504802527017 53.8  4.7
1504802527194 46.6  4.7
1504802527366 48.0  4.8
1504802527534 49.5  4.8
1504802527708 50.8  4.8
1504802527874 52.3  4.9
1504802528046 53.6  4.9
1504802528214 47.4  4.9
1504802528386 48.5  4.9
1504802528554 49.8  5.0
1504802528726 51.0  5.0
1504802528894 52.4  5.0
1504802529066 53.5  5.1
1504802529234 48.0  5.1
1504802529406 49.0  5.1
1504802529574 50.1  5.2
1504802529746 51.1  5.2
1504802529914 52.3  5.2
1504802530086 53.3  5.3
1504802530254 48.4  5.3
1504802530427 49.3  5.3
1504802530594 50.3  5.4
1504802530766 51.2  5.4
1504802530934 52.3  5.4
1504802531106 53.2  5.5
1504802531274 48.8  5.5
1504802531446 49.6  5.5
1504802531614 50.6  5.6
1504802531786 51.4  5.6
1504802531954 52.3  5.6
1504802532126 53.1  5.7
1504802532294 49.0  5.7
1504802532466 49.8  5.7
1504802532634 50.7  5.8
1504802532806 51.4  5.8
1504802532974 52.2  5.8
1504802533147 53.0  5.9
1504802533314 49.3  5.9
1504802533486 50.0  5.9
1504802533654 50.8  6.6
1504802533826 51.5  7.8
