1508877083278 0.0  3.8
1508877083513 0.0  3.8
1508877083732 0.0  3.9
1508877083952 0.0  4.0
1508877084172 57.0  4.0
1508877084392 67.0  4.1
1508877084612 78.0  4.2
1508877084832 89.0  4.2
1508877085052 100  4.3
1508877085272 55.5  4.4
1508877085492 61.0  4.4
1508877085712 66.5  4.5
1508877085932 71.5  4.5
1508877086152 51.3  4.6
1508877086372 55.0  4.7
1508877086592 58.6  4.7
1508877086812 62.3  4.8
1508877087032 66.0  4.9
1508877087252 52.0  4.9
1508877087472 54.7  5.0
1508877087692 57.5  5.1
1508877087912 60.2  5.1
1508877088132 63.0  5.2
1508877088352 52.4  5.3
1508877088572 54.6  5.3
1508877088792 56.8  7.1
