1504802509472 0.0  2.5
1504802509644 0.0  2.6
1504802509814 0.0  2.6
1504802509985 0.0  2.6
1504802510155 0.0  2.7
1504802510324 53.0  2.7
1504802510494 62.0  2.7
1504802510664 71.0  2.8
1504802510835 80.0  2.8
1504802511004 89.0  2.8
1504802511174 48.5  2.9
1504802511345 53.0  2.9
1504802511514 57.5  2.9
1504802511684 62.0  3.0
1504802511855 66.5  3.0
1504802512024 71.0  3.0
1504802512195 50.0  3.1
1504802512364 53.0  3.1
1504802512535 56.0  3.1
1504802512704 59.0  3.2
1504802512874 62.0  3.2
1504802513045 65.0  3.2
1504802513215 50.7  3.3
1504802513385 53.0  3.3
1504802513555 55.2  3.3
1504802513725 57.5  3.4
1504802513894 59.7  3.4
1504802514064 61.7  3.4
1504802514235 51.2  3.5
1504802514405 53.0  3.5
1504802514575 54.8  3.5
1504802514744 56.6  3.6
1504802514914 58.4  3.6
1504802515084 60.0  3.6
1504802515254 51.5  4.6
