183671 0.0  5.5
183877 0.0  5.5
184077 31.0  5.6
184277 41.0  5.6
184477 51.0  5.7
184677 61.0  5.8
184877 71.0  5.8
185076 40.5  5.9
185275 45.5  5.9
185475 50.5  6.0
185674 55.5  6.0
185873 60.5  6.1
186072 43.6  6.2
186272 47.0  6.2
186473 50.3  6.3
186672 53.6  6.3
186872 57.0  6.4
187072 45.2  6.5
187271 47.7  6.5
187471 50.2  6.6
187672 52.7  6.6
187872 55.2  6.7
188071 46.2  6.8
188272 48.2  6.8
188472 50.2  6.9
188671 52.2  6.9
188872 54.2  7.0
189073 46.8  7.1
189273 48.5  7.1
189472 50.1  7.2
189672 51.6  7.2
189872 53.5  7.3
190073 47.1  7.4
190273 48.5  7.4
190473 50.0  7.5
190672 51.4  7.5
190872 52.8  9.4
