143233 0.0 17.2
143460 0.0 17.6
143678 0.0 18.0
143898 0.0 18.4
144118 56.0 18.9
144337 67.0 19.3
144561 79.0 19.8
144790 91.0 20.2
145012 51.0 20.7
145241 56.5 21.1
145459 61.5 21.5
145677 67.0 22.0
145890 72.0 22.4
146109 51.6 22.8
146328 55.3 23.2
146548 59.0 23.7
146768 62.6 24.1
146989 49.7 24.6
147209 52.5 25.0
147429 55.2 25.4
147648 58.0 25.8
147868 61.0 26.3
148090 50.8 26.7
148309 53.0 27.1
148528 55.4 27.6
148749 57.4 28.0
148969 49.6 28.4
149188 51.5 28.8
149408 53.3 29.3
149629 55.3 29.7
149850 57.0 30.1
150067 50.4 34.7
150280 51.8 41.8
150525 53.4 34.2
