1158605 0.0  5.5
1158803 0.0  5.5
1158999 30.0  5.6
1159189 39.0  5.6
1159387 49.0  5.7
1159578 59.0  5.8
1159770 68.0  5.8
1159967 39.0  5.9
1160158 44.0  5.9
1160349 48.5  6.0
1160547 54.0  6.0
1160740 58.5  6.1
1160937 42.3  6.2
1161129 45.3  6.2
1161327 49.0  6.3
1161520 52.0  6.3
1161717 55.3  6.4
1161909 58.3  6.4
1162108 46.2  6.5
1162298 48.7  6.5
1162489 51.0  6.6
1162687 53.5  6.7
1162879 56.0  6.7
1163069 46.6  6.8
1163267 48.4  6.8
1163458 50.6  6.9
1163649 52.4  6.9
1163847 54.2  7.0
1164039 46.8  7.0
1164229 48.3  7.1
1164427 50.0  7.2
1164618 51.6  7.2
1164809 53.1  7.3
1165007 47.0  7.3
1165198 48.4  7.4
1165389 49.7  7.4
1165587 51.2  7.5
1165797 52.8  7.6
1165994 47.3  9.0
1166189 48.5  9.8
