1510069014742 0.0  3.8
1510069015016 0.0  3.8
1510069015287 41.0  3.8
1510069015556 55.0  3.9
1510069015826 68.0  3.9
1510069016096 80.0  3.9
1510069016367 46.5  4.0
1510069016646 54.5  4.0
1510069016919 61.0  4.1
1510069017190 67.5  4.1
1510069017467 49.6  4.1
1510069017740 54.3  4.1
1510069018011 58.3  4.2
1510069018286 47.2  4.2
1510069018552 50.5  4.2
1510069018826 54.0  4.3
1510069019096 57.2  4.3
1510069019368 48.6  4.4
1510069019639 51.0  4.4
1510069019908 54.0  4.4
1510069020189 56.8  4.5
1510069020461 49.3  4.5
1510069020736 51.6  4.5
1510069021003 53.8  4.5
1510069021276 48.0  4.6
1510069021546 49.8  4.6
1510069021817 51.7  4.6
1510069022087 53.8  4.7
1510069022360 48.7  4.7
1510069022631 50.2  4.8
1510069022906 52.0  4.8
1510069023178 53.6  4.8
1510069023447 49.3  4.8
1510069023719 50.6  4.9
1510069023996 52.3  4.9
1510069024266 48.4  4.9
1510069024534 49.8  5.0
1510069024809 51.1  5.0
1510069025080 52.3  5.0
1510069025346 48.8  5.1
1510069025622 49.9  5.1
1510069025898 51.1  5.1
1510069026167 52.4  5.2
1510069026436 49.1  5.2
1510069026706 50.2  5.2
1510069026973 51.4  5.3
1510069027244 48.4  5.3
1510069027516 49.3  5.3
1510069027786 50.4  5.4
1510069028053 51.4  5.4
1510069028328 48.7  5.4
1510069028605 49.8  5.5
1510069028880 50.7  5.5
1510069029146 51.7  5.5
1510069029420 49.1  5.6
1510069029686 50.0  5.6
1510069029959 50.8  5.6
1510069030228 48.5  5.7
1510069030499 49.3  5.7
1510069030766 50.1  5.7
1510069031041 51.0  5.7
1510069031316 48.8  5.8
1510069031586 49.6  5.8
1510069031858 50.4  5.9
1510069032136 51.2  5.9
1510069032406 49.1  5.9
1510069032679 49.8  6.0
1510069032956 50.6  6.0
1510069033234 48.6  6.0
1510069033507 49.4  6.0
1510069033779 50.1  6.1
1510069034049 50.8  6.4
