5814723 0.0  5.4
5814920 20.0  5.5
5815117 31.0  5.6
5815313 40.0  5.6
5815508 49.0  5.7
5815698 60.0  5.7
5815889 68.0  5.8
5816078 39.0  5.9
5816277 44.5  5.9
5816473 49.0  6.0
5816668 54.0  6.0
5816867 59.5  6.1
5817063 42.3  6.1
5817258 46.0  6.2
5817457 49.0  6.3
5817648 52.0  6.3
5817838 55.3  6.4
5818037 44.2  6.4
5818232 46.5  6.5
5818429 49.0  6.6
5818618 51.2  6.6
5818816 54.2  6.7
5819012 45.2  6.7
5819209 47.2  6.8
5819407 49.2  6.9
5819602 51.0  6.9
5819798 53.0  7.0
5819988 45.8  7.0
5820179 47.3  7.1
5820377 49.1  7.2
5820573 50.8  7.2
5820768 52.1  7.3
5820958 46.2  7.3
5821148 47.4  7.4
5821338 48.7  7.4
5821528 50.1  7.5
5821718 51.5  7.5
5821909 52.8  9.5
