35 18.0 10.6
333 28.0 10.7
527 38.0 10.7
717 48.0 10.7
906 58.0 10.8
1097 33.5 10.8
1287 38.5 10.9
1477 43.5 10.9
1667 48.5 10.9
1857 53.0 11.0
2047 39.0 11.0
2237 42.0 11.0
2427 45.3 11.1
2618 48.3 11.1
2807 52.0 11.2
2997 55.0 11.2
3187 43.7 11.2
3378 46.0 11.3
3567 48.7 11.3
3757 51.2 11.3
3948 53.5 11.4
4137 44.8 11.4
4327 46.8 11.4
4517 48.6 11.5
4708 50.8 11.5
4893 52.6 11.6
5087 45.5 11.6
5277 47.1 11.6
5467 48.6 11.7
5658 50.3 11.7
5847 52.0 11.7
6037 45.8 11.8
6227 47.2 11.8
6417 48.7 11.9
6608 50.0 11.9
6797 51.5 11.9
6987 52.8 12.0
7178 47.5 12.0
7367 48.7 12.0
7557 50.0 12.1
7747 51.1 12.1
7938 52.3 12.1
8127 47.6 12.2
8317 48.7 12.2
8507 49.7 12.3
8698 50.8 12.3
8887 52.0 12.3
9077 47.8 12.4
9267 48.8 12.4
9459 49.7 12.4
9647 50.7 12.5
9837 51.7 12.5
10027 52.6 12.6
10218 48.7 12.6
10407 49.6 12.6
10597 50.5 12.7
10788 51.3 12.7
10977 52.2 12.7
11168 48.7 12.8
11357 49.5 12.8
11546 50.4 12.8
11738 51.1 12.9
11927 52.0 12.9
12117 48.7 13.0
12306 49.5 13.0
12498 50.2 13.0
12687 51.0 13.1
12877 51.7 13.1
13066 48.7 13.1
13258 49.4 13.2
13447 50.1 13.2
13638 50.8 13.3
13826 51.5 13.3
14017 52.2 13.3
14207 49.4 13.4
14397 50.1 13.4
14597 50.8 13.4
14786 51.4 13.5
14977 52.0 13.5
15167 49.4 13.6
15357 50.0 13.6
15548 50.6 13.6
15736 51.3 13.7
15927 51.8 13.7
16117 49.4 13.7
16306 50.0 13.8
16498 50.5 13.8
16687 51.1 13.8
16876 51.7 13.9
17068 49.3 13.9
17256 50.0 14.0
17448 50.4 14.0
17637 51.0 14.0
17826 51.5 14.1
18018 52.1 14.1
18207 49.8 14.1
18397 50.3 14.2
18588 50.8 14.2
18776 51.4 14.3
18966 52.0 14.3
19198 49.8 14.3
19386 50.3 14.4
19579 50.8 14.4
19766 51.3 14.4
19957 51.8 14.5
20147 49.8 14.5
20338 50.2 14.5
20527 50.7 14.6
20716 51.1 14.6
20907 51.6 14.7
21098 49.7 14.7
21286 50.2 14.7
21477 50.6 14.8
21666 51.0 14.8
21857 51.5 14.8
22047 49.7 14.9
22236 50.1 14.9
22428 50.5 15.0
22616 51.0 15.0
22806 51.4 15.0
22997 51.8 15.1
23186 50.0 15.1
23378 50.5 15.1
23566 50.9 15.2
23756 51.3 15.2
23947 51.7 15.3
24138 50.0 15.3
24326 50.4 15.3
24517 50.8 15.4
24706 51.2 15.4
24898 51.6 15.4
25086 50.0 15.5
25276 50.3 15.5
25467 50.8 15.6
25658 51.1 15.6
25846 51.5 15.6
26038 49.9 15.7
26226 50.3 15.7
26417 50.7 15.7
26608 51.0 15.8
26797 51.4 15.8
26988 51.7 15.8
27176 50.2 15.9
27366 50.6 15.9
27556 51.0 16.0
27746 51.3 16.0
27937 51.6 16.0
28126 50.2 16.1
28316 50.5 16.1
28507 50.9 16.1
28699 51.2 16.2
28886 51.6 16.2
29076 50.2 16.3
29266 50.5 16.3
29458 50.8 16.3
29646 51.2 16.4
29836 51.5 16.4
30026 51.8 16.4
30219 50.4 16.5
30400 50.7 16.5
30583 51.0 16.5
30776 51.3 16.6
30966 51.7 16.6
31156 50.4 16.7
31347 50.7 16.7
31538 51.0 16.7
31726 51.3 16.8
31916 51.6 16.8
32106 50.3 16.8
32298 50.6 16.9
32486 50.9 16.9
32676 51.2 16.9
32867 51.5 17.0
33059 50.3 17.0
33251 50.6 17.1
33432 50.8 17.1
33626 51.1 17.1
33817 51.4 17.2
34006 51.7 17.2
34196 50.5 17.2
34386 50.8 17.3
34576 51.1 17.3
34768 51.4 17.4
34956 51.6 17.4
35146 50.5 17.4
35337 50.8 17.5
35528 51.0 17.5
35716 51.3 17.5
35907 51.6 17.6
36098 50.4 17.6
36286 50.7 17.7
36476 51.0 17.7
36668 51.2 17.7
36856 51.5 17.8
37048 50.4 17.8
37236 50.6 17.8
37428 50.9 17.9
37616 51.2 17.9
37808 51.4 17.9
37996 51.7 18.0
38187 50.6 18.0
38376 50.9 18.1
38566 51.1 18.1
38756 51.4 18.1
38946 51.6 18.2
39137 50.6 18.2
39326 50.8 18.2
39516 51.1 18.3
39707 51.3 18.3
39899 51.6 18.4
40081 50.5 18.4
40262 50.7 18.4
40456 51.0 18.5
40646 51.2 18.5
40836 51.5 18.5
41029 51.7 18.6
41216 50.7 18.6
41406 51.0 18.6
41596 51.2 18.7
41786 51.4 18.7
41978 51.6 18.8
42166 50.7 18.8
42357 50.9 18.8
42546 51.1 18.9
42738 51.3 18.9
42926 51.6 18.9
43119 50.6 19.0
43306 50.8 19.0
43497 51.1 19.1
43688 51.3 19.1
43877 51.5 19.1
44066 50.6 19.2
44257 50.8 19.2
44448 51.0 19.2
44636 51.2 19.3
44827 51.5 19.3
45018 51.7 19.4
45206 50.8 19.4
45396 51.0 19.4
45587 51.2 19.5
45778 51.4 19.5
45966 51.6 19.5
46157 50.7 19.6
46346 51.0 19.6
46538 51.1 19.6
46726 51.4 19.7
46916 51.5 19.7
47107 50.7 19.8
47296 50.9 20.4
47488 51.1 24.7
47677 51.3 26.1
47867 51.5 23.4
