1504887097501 0.0  3.7
1504887097671 0.0  3.7
1504887097841 0.0  3.8
1504887098005 0.0  3.8
1504887098165 0.0  3.8
1504887098325 52.0  3.9
1504887098491 61.0  3.9
1504887098656 69.0  3.9
1504887098821 78.0  4.0
1504887098986 86.0  4.0
1504887099151 95.0  4.0
1504887099321 52.0  4.1
1504887099491 56.5  4.1
1504887099655 61.0  4.1
1504887099821 65.5  4.2
1504887099986 69.5  4.2
1504887100151 73.5  4.2
1504887100321 52.0  4.3
1504887100491 55.0  4.3
1504887100651 58.0  4.3
1504887100815 60.6  4.4
1504887100981 64.0  4.4
1504887101145 66.6  4.4
1504887101311 52.0  4.5
1504887101481 54.5  4.5
1504887101645 56.5  4.5
1504887101811 58.5  4.6
1504887101971 60.7  4.6
1504887102131 62.7  4.6
1504887102291 51.8  4.7
1504887102451 53.4  4.7
1504887102611 55.0  4.7
1504887102771 56.6  4.7
1504887102931 58.2  4.8
1504887103091 60.0  4.8
1504887103255 51.3  4.8
1504887103421 52.8  4.9
1504887103581 54.1  4.9
1504887103741 55.6  4.9
1504887103905 57.0  5.0
1504887104071 58.5  5.0
1504887104235 51.4  5.0
1504887104401 52.7  5.1
1504887104565 53.8  5.1
1504887104725 55.0  5.1
1504887104885 56.1  5.2
1504887105051 57.2  5.2
1504887105211 51.2  5.2
1504887105375 52.3  5.3
1504887105535 53.3  5.3
1504887105701 54.5  5.3
1504887105865 55.5  5.4
1504887106025 56.5  5.4
1504887106191 51.2  5.4
1504887106355 52.1  5.4
1504887106521 53.2  5.5
1504887106685 54.1  5.5
1504887106845 55.0  5.5
1504887107005 55.8  5.6
1504887107171 56.7  5.6
1504887107331 51.9  5.6
1504887107491 52.7  5.7
1504887107651 53.6  5.7
1504887107811 54.4  5.7
1504887107971 55.2  5.8
1504887108131 56.0  5.8
1504887108291 51.6  5.8
1504887108451 52.4  5.9
1504887108614 53.1  5.9
1504887108782 54.0  5.9
1504887108951 54.8  6.0
1504887109115 55.6  6.2
1504887109281 51.7  7.9
