209201 0.0  6.0
209406 0.0  6.1
209605 0.0  6.1
209817 0.0  6.2
210015 52.0  6.2
210215 62.0  6.3
210415 72.0  6.4
210614 82.0  6.4
210813 92.0  6.5
211012 51.0  6.5
211212 56.0  6.6
211412 61.0  6.7
211613 66.0  6.7
211812 70.5  6.8
212011 50.3  6.8
212213 53.6  6.9
212412 57.0  7.0
212612 60.3  7.0
212816 64.0  7.1
213026 50.7  7.1
213226 53.2  7.2
213437 55.7  7.3
213637 58.2  7.3
213835 60.7  7.4
214047 50.8  7.4
214246 52.8  7.5
214445 54.8  7.6
214644 56.8  7.6
214842 58.8  7.7
215042 50.6  7.7
215241 52.3  7.8
215442 54.0  7.9
215641 55.6  7.9
215841 57.3  8.0
216041 50.4  8.0
216237 51.8  8.1
216436 53.2  8.2
216634 54.7  8.2
216832 56.1  8.3
217032 50.3  8.3
217232 51.6  8.4
217432 52.8  8.4
217631 54.1  8.5
217831 55.3  8.6
218031 50.3  8.6
218232 51.4  8.8
