1510076632464 0.0  4.9
1510076632660 0.0  5.0
1510076632848 0.0  5.0
1510076633038 39.0  5.0
1510076633228 49.0  5.1
1510076633422 58.0  5.1
1510076633608 68.0  5.1
1510076633801 77.0  5.2
1510076633989 86.0  5.2
1510076634179 48.5  5.3
1510076634372 52.5  5.3
1510076634568 58.0  5.3
1510076634760 63.0  5.4
1510076634952 67.0  5.4
1510076635139 48.3  5.4
1510076635330 51.0  5.5
1510076635519 54.6  5.5
1510076635713 57.6  5.6
1510076635912 61.3  5.6
1510076636101 48.2  5.6
1510076636291 50.5  5.7
1510076636478 53.0  5.7
1510076636672 55.2  5.7
1510076636861 57.7  5.8
1510076637050 47.8  5.8
1510076637239 50.0  5.8
1510076637433 51.8  5.9
1510076637623 53.6  5.9
1510076637818 55.6  6.0
1510076638008 57.6  6.0
1510076638198 49.6  6.0
1510076638389 51.1  6.1
1510076638581 52.6  6.1
1510076638769 54.3  6.1
1510076638968 56.1  6.2
1510076639162 49.4  6.2
1510076639349 50.7  6.3
1510076639538 52.2  6.3
1510076639733 53.5  6.3
1510076639928 55.0  6.3
1510076640121 49.3  6.4
1510076640312 50.5  6.4
1510076640508 51.7  6.5
1510076640708 53.1  6.5
1510076640902 54.2  6.5
1510076641088 49.2  6.6
1510076641278 50.4  6.6
1510076641472 51.4  6.6
1510076641668 52.4  6.7
1510076641866 53.6  6.7
1510076642059 49.4  6.8
1510076642253 50.3  6.8
1510076642448 51.4  6.9
1510076642640 52.2  6.9
1510076642828 53.3  6.9
1510076643021 54.2  6.9
1510076643210 50.0  7.0
1510076643398 50.9  7.0
1510076643598 51.8  7.1
1510076643788 52.8  7.1
1510076643981 53.5  7.1
1510076644169 50.0  7.2
1510076644358 50.7  7.2
1510076644550 51.4  7.2
1510076644738 52.3  7.3
1510076644928 53.0  7.3
1510076645128 49.8  7.3
1510076645321 50.5  7.4
1510076645509 51.3  7.4
1510076645702 52.0  7.5
1510076645898 52.8  7.5
1510076646088 49.7  7.5
1510076646278 50.3  7.6
1510076646478 51.2  7.6
1510076646673 51.8  7.6
1510076646861 52.5  7.7
1510076647048 49.6  7.7
1510076647240 50.3  7.8
1510076647431 50.9  7.8
1510076647627 51.6  7.8
1510076647815 52.2  7.8
1510076648003 52.8  7.9
1510076648188 50.1  7.9
1510076648380 50.7  8.0
1510076648567 51.3  8.0
1510076648760 51.9  8.0
1510076648951 52.4  8.1
1510076649138 50.0  8.1
1510076649332 50.5  8.1
1510076649521 51.1  8.2
1510076649710 51.6  8.2
1510076649898 52.2  8.3
1510076650091 49.7  8.3
1510076650278 50.3  8.3
1510076650478 50.9  8.4
1510076650668 51.4  8.4
1510076650868 52.0  8.5
