1510005835496 0.0  5.3
1510005835760 0.0  5.4
1510005836022 40.0  5.5
1510005836279 53.0  5.5
1510005836537 66.0  5.6
1510005836797 80.0  5.7
1510005837054 46.0  5.8
1510005837307 52.0  5.9
1510005837570 58.5  6.0
1510005837827 65.0  6.0
1510005838087 47.3  6.1
1510005838337 51.6  6.2
1510005838587 55.6  6.3
1510005838847 60.0  6.3
1510005839107 48.2  6.4
1510005839371 51.5  6.5
1510005839627 54.5  6.6
1510005839879 57.7  6.6
1510005840137 48.8  6.7
1510005840400 51.4  6.8
1510005840657 54.0  6.9
1510005840917 56.6  7.2
1510005841180 48.5  8.7
