427433 0.0  7.8
427630 0.0  7.9
427827 0.0  8.0
428019 40.0  8.1
428217 49.0  8.2
428409 60.0  8.3
428627 69.0  8.3
428819 79.0  8.4
429017 44.0  8.5
429208 49.0  8.6
429398 53.5  8.7
429588 58.0  8.8
429778 62.5  8.9
429968 45.0  9.0
430159 48.3  9.1
430354 51.3  9.1
430549 54.6  9.2
430747 58.0  9.3
430938 45.7  9.4
431137 48.2  9.5
431328 50.7  9.6
431518 53.0  9.7
431709 55.2  9.8
431898 58.0  9.9
432097 48.2  9.9
432289 50.0 10.0
432478 52.0 10.1
432668 53.8 10.2
432858 55.8 11.2
433058 47.8 13.0
