1504802504292 0.0  2.3
1504802504454 0.0  2.3
1504802504624 0.0  2.4
1504802504794 0.0  2.4
1504802504964 0.0  2.4
1504802505129 0.0  2.5
1504802505294 61.0  2.5
1504802505459 69.0  2.5
1504802505624 77.0  2.6
1504802505795 86.0  2.6
1504802505965 95.0  2.6
1504802506134 103  2.7
1504802506304 57.0  2.7
1504802506476 60.5  2.7
1504802506644 65.0  2.8
1504802506814 69.5  2.8
1504802506984 74.0  2.8
1504802507154 78.5  2.9
1504802507324 55.3  2.9
1504802507494 58.3  2.9
1504802507664 61.3  3.0
1504802507829 64.0  3.0
1504802507994 66.6  3.0
1504802508164 69.6  3.1
1504802508334 54.7  3.1
1504802508500 56.7  3.1
1504802508669 58.7  3.2
1504802508834 61.0  4.0
